Name,Text
God, I look young!,vexmark,Citi: 54% of French voters want EU referendum, 72% are opposed to exiting the euro to return to the franc… https://t.co/lZlEf8sGXR,vexmark,RT @adamjohnsonNYC: https://t.co/BzrXcrQKuq https://t.co/JUEMlKyMZB,katie_martin_fx,OK gimme all your cash https://t.co/ntBD1WkoQ0,NorthmanTrader,Valuation based downgrades coming... https://t.co/t8mXxisFE0,LiveSquawk,US House Freedom Caucus Chairman: Majority Of Members To Vote For Healthcare Bill If White House Offers Are Included In Legislation - RTRS,MarkYusko,Gracias Amigo! Muy interesante. Muy apreciado. https://t.co/Abcj0LQuOF,MarkYusko,"Negative Ghost Rider, the pattern is full..." #TopGun #DangerZone https://t.co/u9NIHAVAW1,MarkYusko,#GoldIsMoney https://t.co/7udEwFpn28,IvanTheK,1/2 Remember this from yesterday?

https://t.co/TJlj6JQZbz,IvanTheK,2/2 Well, whaddaya know?
https://t.co/NmSHA7wA4H https://t.co/jYe4lU0gu6,IvanTheK,BTW, I think @nyt_diff missed this one.,Financial_Orbit,Financial Orbit's Q1 2017 investment review: https://t.co/BlULt7teaB via @YouTube,NorthmanTrader,Chart in focus: $RUT vs the $RVX its underlying volatility index.
Amazingly clean patterns.
https://t.co/AEP6So9bl9,IvanTheK,h/t @j_e_d https://t.co/LJhwYrgy0O,LiveSquawk,RT @DeItaOne: REUTERS POLL-STERLING TO RISE TO $1.30 IF BREXIT NEGOTIATIONS GO SMOOTHLY, ACCORDING TO MEDIAN VIEW
#GBPUSD,LiveSquawk,Fitch: Significant Shift in Global Interest Rate Environment Ahead  https://t.co/HskR3tyOds,StockCats,in today's morning call, our chief market strategist said to expect what he characterized as an "expired feline rebound",vexmark,RT @pixelatedboat: Really it's amazing that this company has lasted as long as it has: https://t.co/OSCA9xOIng,katie_martin_fx,RT @NicholasMegaw: Here's some scale from the rest of central/east Europe before we get too carried away by the Koruna 'surge' #czexit… ,Schuldensuehner,Letztes sozialistisches Paradies am Abgrund: Der Welt droht der größte Staatsbankrott aller Zeiten.… https://t.co/qFwucHWwK6,katie_martin_fx,Outfit goals https://t.co/PwI5W9UjUj,Samir_Madani,RT @chris1reuters: Europe's #oil storage tanks clear as #gasoline sails to U.S.
@ronbousso1 @libbyegeorge
#OOTT #gas #petrol #RBOB… ,IvanTheK,I don't understand why Holmes exercised this option. Was it about to expire? This is a job for @matt_levine 
https://t.co/2HtzvmlrCQ,bySamRo,I’m really glad I don’t owe anyone $25 million right now,IvanTheK,@bySamRo So are they.,CiovaccoCapital,This week’s video will demonstrate how the quote below applies to the data we currently have in hand via a real-wor… https://t.co/wmD3EIQBze,bySamRo,“An important reason [the threat of actual war] remains low is that spring planting has begun in North Korea” via @CumberlandADV,Frances_Coppola,RT @Telegraph: #BREAKING Supreme Court rules parents cannot legally take children out of school during term-time without permissio… ,IvanTheK,RT @thedailymash: 31-year old unsure if she is a ‘millennial’ or some other bullshit thing https://t.co/xUnlfzQaVc https://t.co/mGLvnd3Lsy,SconsetCapital,HOUSE INTELLIGENCE CHAIRMAN NUNES SAYS HE WILL TEMPORARILY STEP DOWN FROM PANEL'S RUSSIA INVESTIGATION,katie_martin_fx,RT @ING_Economics: 'Czech please'- @FastFT and @katie_martin_FX go puntastic on the big #FX news today. ING's Petr Krpata comments 
https:/…,SconsetCapital,NUNES SAYS STEPPING DOWN FROM RUSSIA PROBE DUE TO "ENTIRELY FALSE" ACCUSATIONS FILED AGAINST HIM WITH  OFFICE OF CONGRESSIONAL ETHICS,SconsetCapital,NUNES SAYS WANTS TO SPEAK WITH ETHICS OFFICE AS SOON AS POSSIBLE "TO EXPEDITE THE DISMISSAL OF THESE FALSE CLAIMS",IvanTheK,NUNES NEUTERED,LiveSquawk,RBC CEO: Housing Concerns May Inhibit Future Economic Growth - RTRS,SconsetCapital,NUNES SAYS WANTS TO SPEAK WITH ETHICS OFFICE AS SOON AS POSSIBLE "TO EXPEDITE THE DISMISSAL OF THESE FALSE CLAIMS" https://t.co/ZnIDJaZQnC,IvanTheK,Lolz https://t.co/einwLok2a5,Frances_Coppola,RT @sarahoconnor_: ICYMI on "gig" language. Do say: “Rider invoices are processed fortnightly”. Don't say: “We pay you every two weeks… ,NorthmanTrader,Nunechucks.

#devinnunes https://t.co/tuoaFipQiB,IvanTheK,Nunes cites mullet controversy in decision to step aside. Suggests there may be other photos. https://t.co/jVUYs4RbzW,NorthmanTrader,What % went all into $FB $AAPL $AMZN, etc.. https://t.co/EJDgr3y8ns,LiveSquawk,House Intelligence Chairman Devin Nunes will temporarily step away from Russia probe - CNBC https://t.co/Y6jQAZ7xb3,SconsetCapital,@IvanTheK @mark_dow Another mullet to drop?,vexmark,U.S. crude inventories surge to 535.5 million barrels after seven weeks of rising oil production, as OPEC reduces o… https://t.co/2tgzbZGQfd,Financial_Orbit,Hardly an edgy median view is it?  Smooth Brexit negotiations mean getting back closer again to $1.50. $1.30+ = a s… https://t.co/A7PftK7wfq,Schuldensuehner,#Czexit ist da: Die Tschechen koppeln sich vom Euro ab. Damit könnte sich aber Euro-Beitritt beschleunigen… https://t.co/VnQPAlT1SS,NorthmanTrader,Cute.
$FB https://t.co/hx9QWQAmmd,faithmight,RT @tmsruge: Obvious diversionary tactic. It’s weak. https://t.co/LRcSvs50t1,bySamRo,RT @emily_cohn: .@Kate_H_Taylor tasted @tacobell ’s new breakfast taco that uses a fried egg as the shell https://t.co/lv4SaPMwcd https://t…,MarkYusko,Not about Bulls vs. Bears, about @cnbc as a global communications platform that encourages dialogue &amp; debate on imp… https://t.co/Ul4DvHSgoS,Frances_Coppola,RT @sarahoconnor_: I worry Britain may be angry place by 2020. Remainers unhappy - they never wanted it. Brexiters unhappy - they didn… ,Frances_Coppola,RT @TMannWSJ: The president, to @maggieNYT and @GlennThrush, on the Second Avenue subway.

Not a word of this is true. https://t.co/y9pOL3x…,Frances_Coppola,RT @dbcurren: None of #Trump's claims about #NAFTA are "supported by the evidence" https://t.co/h9ElEnu6Tk @ProSyn #trade #Canada #Mexico #…,Frances_Coppola,RT @AmyResnick: Trump’s EPA moves to dismantle programs that protect kids from lead paint

 https://t.co/LbrEkgmOpv,MarkYusko,#TwoForThursday
Join me at 4:00 PM EDT today for a whirlwind tour of global markets w/ @randomroger on… https://t.co/LbXzcL5Z6L,MarkYusko,RT @randomroger: .@MarkYusko and I discuss #markets and #collegebasketball at 4pm ET @AdvisorShares #alphacall FP Dial-In: 800-356-8278 Cod…,MarkYusko,RT @InsideETFs: Webinar TODAY @ 2pm ET: Learn why a recession is almost unavoidable &amp; what it means for your portfolio w/… ,LiveSquawk,Irish Central Bank Economic Forecasts:
-2017 GDP Seen At 3.5% Vs 3.3%
-2018 GDP Seen At 3.2% Vs 3%,vexmark,Net foreign assets held by the Saudi central bank have fallen by an average $6.5bn a month last year, and now stand… https://t.co/kQb5nA0IRp,IvanTheK,Paul Ryan endorses Gantt charts.,LiveSquawk,Fitch: Shallow Economic Recovery for Latin America in 2017  https://t.co/4oIcnTFwcN,StockCats,pardon me if I'm slightly skeptical of a dead cat bounce led by bricks and mortar retailers,vexmark,I can only assume Samsung named its digital assistant Bixby because the name Cornelius was already taken by another… https://t.co/XCNvpo6oGT,LiveSquawk,RTRS Poll: Sterling's Fate Hangs On Tone Of Brexit Negotiations... https://t.co/PYJ5DLTfZQ,LiveSquawk,BoE Corporate Bond Holdings (GBP) 05-Apr: 9.122B (prev 8.816B)
-Loans Via Term Funding Scheme (GBP) 05-Apr: 55.133B (prev 53.493B),SconsetCapital,Schiff: I look forward to digging up dirt on Mr. Conaway.,SconsetCapital,TOP HOUSE INTELLIGENCE COMMITTEE DEMOCRAT SCHIFF SAYS INVESTIGATION OF RUSSIAN INVOLVEMENT IN U.S. ELECTION NEEDS TO GET FULLY BACK ON TRACK,NorthmanTrader,Today in 46BC Julius Caesar kicked Scipio's and Cato's combined butts in the battle of Thapsus.
https://t.co/u1imTIjqu8,LiveSquawk,EU Source: EU’s Tusk, UK PM May Agree To Lessen Tensions In Brexit Talks When Needed - RTRS,NorthmanTrader,NOTED: Initial claims. 
Expansions don't start from here. They end here. https://t.co/2tktb6YyTl,LiveSquawk,EU Source: Some Issues On Brexit, Like Gibraltar, Will ‘Inevitably Be Difficult’ - RTRS,LiveSquawk,US EIA Natural Gas Storage Change (BCF) 31 Mar: 2 (est 8; prev -43),Financial_Orbit,Fresh news in my today's #macrobulletin: let's talk about Fed, #TrumpXi, UK realities, #Europe and Chinese PMIs. https://t.co/pwwtmSlmsx,katie_martin_fx,***FT cake trolley***,StockCats,on a positive note, the "action" is starting to pick up ahead of the Summer Doldrums https://t.co/UFHNW1qRJN,katie_martin_fx,RT @TomHale_: A real @FTCakeTrolley highlight. Lex trolley was briefly left unattended in newsroom, hijacked the largest piece before it wa…,NorthmanTrader,https://t.co/rJJcKk9wNm,IvanTheK,BREAKING
Republicans: "Obamacare is good."

https://t.co/D6yHZHvTy6,CiovaccoCapital,Economic Confidence vs. Economic Fear

Today's Session (still very early...)  $SPHB $VXX $TLT $XLE https://t.co/ytQuMe0DcL,IvanTheK,Not Mrs. Butterworth. https://t.co/NLDQP23uUW,LiveSquawk,Fitch affirms RWE at 'BBB', stable outlook; off rating watch negative RWEG.DE,CiovaccoCapital,Economic Confidence vs. Economic Fear

Today's Session (still very early...)  $SPHB $VXX $TLT $XLE https://t.co/ivDgcnBtaO,IvanTheK,Context for prior tweet.
https://t.co/xoDodR1KcO,LizAnnSonders,RT @awealthofcs: Bull markets are born on Twitter, grow on Instagram, mature on Facebook and die on Snapchat,LizAnnSonders,RT @hmeisler: AAII fewest bulls (28%) since just prior to the election (23%),LizAnnSonders,RT @RandyAFrederick: Markets are not showing much worry about the Trump/Xi meeting; equities modestly higher, volatility lower, volume ligh…,LizAnnSonders,RT @CharlesSchwab: 7 quick tricks to set yourself up for #financial success via @CarrieSchwab: https://t.co/4VOuanzDX0 https://t.co/g4iEu0z…,LizAnnSonders,RT @CharlesSchwab: Schwab ranked "Highest in Investor Satisfaction with Full Service Brokerage Firms" by @JDPower https://t.co/cMj13TQrvc,SconsetCapital,RT @NYPDTransit: Please don't ride between the subway cars. https://t.co/AVC4V1Nq2e,CiovaccoCapital,RT @AAIISentiment: AAII Sentiment Survey: Optimism is close to the bottom of its typical range, pessimism is close to the top… ,IvanTheK,"Pat, I'd like to buy a bowel."

#unfollow https://t.co/IZCJXoKV9E,StockCats,past negative market reactions to Fed comments on valuation, proved to be transitory. Is it different this time?,LiveSquawk,US Tsy Announce 3-Year Notes Size: $24B
- 10-Year Notes Size: $20B
- 30-Year Bonds Size: $12B,LiveSquawk,Aetna: Pulling Out Of Iowa Obamacare As Of Next Year,StockCats,My social media director has accused me of what she calls "litter box posting" https://t.co/pkZePLC0QH,Schuldensuehner,Why Are We So Obsessed With the End of the World? https://t.co/SdTICnDs5o https://t.co/bMUlXaLlZP,Financial_Orbit,Always a pleasure to appear!  

You can also listen to Justin's coughing &amp; spluttering!  Get better soon! https://t.co/yOSNoJ6MI9,SconsetCapital,Today I learned that @HankAzaria and @realDonaldTrump both attended @KewForestSchool.,LiveSquawk,Italy Prepared To Rile Against Vivendi In Mediaset Case,LiveSquawk,Draghi: Worried About Greek Public Debt Sustainability,IvanTheK,"Take us to DEFCON 1." https://t.co/7rsTzzhZbx,StockCats,maybe we've entered a new paradigm, where the market embraces uncertainty https://t.co/Fs5NP0Snk9,vexmark,https://t.co/GAVWNKfSI9,LiveSquawk,Senate Vote Likely To Trigger Republican Move To Change Senate Rules On Supreme Court Filibusters Pave Wave For Gorsuch Confirmation - RTRS,bySamRo,.@rickjnewman &lt;— classy guy right here,Samir_Madani,BIG STORY! cc @EnergzdEconomy #OOTT #Iran #India #OPEC https://t.co/qJF3AlJvUs,LiveSquawk,Germany’s Merkel: Wants To Maintain Close Ties With UK After Brexit,IvanTheK,How many Republicans will vote against the filibuster rule change?,vexmark,RT @StockCats: maybe we've entered a new paradigm, where the market embraces uncertainty https://t.co/Fs5NP0Snk9,Frances_Coppola,Hmm. https://t.co/zLNY5nvLT5,LiveSquawk,Irish PM Kenny: It’s Essential No Hard Boarder Emerges With Brexit,SconsetCapital,https://t.co/Bwc6pod3oH,StockCats,looks like the morning liquidity has dried up = me finishing my third cup of coffee,LiveSquawk,ECB: Want Tougher Regulation Of Top Foreign Bank's Branches In EU,LiveSquawk,ECB: Bank Branches To Be Included In Rules Requiring Large Foreign Banks Having Separate Capitalised EU Holding Company,Samir_Madani,RT @Lee_Saks: #Russia | econ minister: sees 2017 average crude #oil price at $45.6/bbl. BBG. #OOTT,Samir_Madani,RT @Lee_Saks: #Russia | econ minister: sees average price falling to $40.80/bbl in 2018. reuters. #OOTT https://t.co/TrSh6yjTKg,Samir_Madani,RT @Lee_Saks: #Russia | econ minister: sees #oil production at 549m tonnes in 2017, 553m 2018 &amp; 2019. exports at 257.7m 2017, 266.7m 2018.…,Samir_Madani,RT @Lee_Saks: #Russia | Rosneft will receive the first crude #oil shipment from Kurdistan amounting to 600,000 bbls this week - r… ,MarkYusko,All good Amigo! Storm passed, sun is shining and I am raring to go for the #AlphaCall today at 4:00! Go to… https://t.co/bTnMgi2iK0,LiveSquawk,IFOP: 1R Macron 24%  Fillon 18.5% Melenchon 16.5%
- Macron To Beat Le Pen 60/40,Financial_Orbit,Summary of the upcoming #trumpxi get-together?,MarkYusko,No need for afternoon espresso today, you can get a #DoubleShot of fast paced market discussion today. First shot a… https://t.co/06cS0ejUpv,SconsetCapital,MCCONNELL PULLS PIN ON HOLY HAND GRENADE.,LiveSquawk,Rules CMTE To Meet At 12:20PM (ET) About Healthcare Bill,SconsetCapital,Did he raise on high the Holy Hand Grenade of Antioch, saying, "Bless this, O Lord, that with it thou mayst blow thine enemies to tiny bits",LiveSquawk,Fitch: Gradual Us Auto Credit Deterioration Ahead - RTRS,vexmark,RT @C_Barraud: Meanwhile, Iron Ore collapses (down more than 5%)... https://t.co/oWClPX4KDU,LiveSquawk,GOP Aims To Lower Vote-Threshold To Allow Gorsuch Confirmation
-McConnell Proceeded To Process Change To Senate Rules,NorthmanTrader,Today marks the 4th day the $VIX has tagged its 200MA in 2017. 
All tags occurred in the past 10 trading days.
Now at 13.24.,LiveSquawk,RT @CNN: Source: Trump is considering military action in Syria, recognizes the seriousness of the situation… ,LiveSquawk,Greek’s Kotzias: Need To Create The Best Possible Deal Between UK &amp; EU
- Wants Brexit To Have No Impact On Tourism &amp; Trade On Greece,LiveSquawk,Greek’s Kotzias: Need To Create The Best Possible Deal Between UK &amp; EU
- Wants Brexit To Have No Impact On Tourism &amp; Trade In Greece,MarkYusko,No need for afternoon espresso today, you can get #DoubleShot of fast paced market discussion today. 2nd shot at… https://t.co/sn5mpLPPRS,SconsetCapital,Not a huge vote of confidence.

cc: @jimcramer https://t.co/JVzs2Vkx9W,vexmark,Tired: bigly infrastructure spending

Wired: Syria military action,LiveSquawk,A Kremlin Spokesman Tells AP Russia's Support For Syrian President Bashar Assad Is "Not Unconditional",IvanTheK,RT @LisaDNews: THIS IS THE KEY VOTE. #NuclearOption,LiveSquawk,UK’s ForSec Johnson: Positive Can Get A Good Deal For UK And Greece,Samir_Madani,#OOTT https://t.co/tca2OsyNEO,vexmark,🙃 https://t.co/tsRlJJQnpb,Samir_Madani,RT @AlArabiya_Eng: #BREAKING: CNN quoted #US sources: #Trump told members of #Congress that he was thinking of military action against #Syr…,vexmark,RT @Lee_Saks: RUSSIAN #OIL COS MET WITH NOVAK LAST WEEK TO DISCUSS RESULTS OF #OPEC DEAL. COMPANIES WERE EXPECTING $55-60/BBL (oops) - SOUR…,LiveSquawk,RT @Lee_Saks: RUSSIAN #OIL COS MET WITH NOVAK LAST WEEK TO DISCUSS RESULTS OF #OPEC DEAL. COMPANIES WERE EXPECTING $55-60/BBL (oops) - SOUR…,SconsetCapital,And you can, too!!! https://t.co/TnuaZBMJC4,Samir_Madani,It seems like King Abdullah of Jordan got him to understand what's going on. Trump will have to decide if Putin is… https://t.co/ZgmNFuIxih,vexmark,Overweight Snap on Syria military intervention,IvanTheK,FILIBUSTED https://t.co/fpXV0qTtKL,Samir_Madani,RT @Lee_Saks: #RUSSIA ENERGY MINISTRY &amp; COMPANIES WAITING ANOTHER MONTH BEFORE DRAWING CONCLUSIONS ON EXTENDING #OPEC DEAL: IFX via BBG. #O…,SconsetCapital,What Harry Reid hath wrought... https://t.co/WaArKHx8hx,LiveSquawk,Senate Agrees For Top Court Nominees To Have Lower Vote Threshold
-Now Needs 51 Votes, Previously Needed 60,LiveSquawk,RT @Lee_Saks: #RUSSIA ENERGY MINISTRY &amp; COMPANIES WAITING ANOTHER MONTH BEFORE DRAWING CONCLUSIONS ON EXTENDING #OPEC DEAL: IFX via BBG. #O…,vexmark,RT @jennablan: Turkey's Erdogan slams Europe, as latest poll suggests support rising https://t.co/7pvROV23Ug,Samir_Madani,RT @ajplus: BREAKING: They did it. The Senate voted to go "nuclear" and no longer need 60 votes to confirm the lifetime appointment of a SC…,Schuldensuehner,#Bitcoin busts out to an all-time high above $1,400. https://t.co/8QSPGPkA9v https://t.co/U6jNfk5TIm,IvanTheK,Last week. Prayers apparently were not answered. https://t.co/QambGKMwCS,SconsetCapital,FOX SHINER!!!,IvanTheK,Capitulate in May...,IvanTheK,@hmeisler Some of the footage...geez.,SconsetCapital,Bernie Madoff? https://t.co/pJU9Kmh4EE,
